Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_13_883.jpg,0,1,0,0.1756299,103.0671,187.5685,1.034665,268.0865,0.0002988094
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_13_969.jpg,0,1,0,0.2692523,103.0661,187.54,1.319226,268.0813,-0.0007250728
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_062.jpg,0,1,0,0.3347381,103.0646,187.5129,1.205878,268.1238,0.0007742489
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_122.jpg,0,1,0,0.4378377,103.0633,187.4788,1.108707,268.1627,0.0005896927
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_183.jpg,0,1,0,0.4666074,103.0622,187.4491,1.101082,267.9472,-0.0003896829
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_241.jpg,0,1,0,0.5218698,103.0613,187.4272,1.12464,267.9113,-0.0005706024
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_308.jpg,0,1,0,0.5533331,103.0594,187.3788,1.210963,267.9931,-0.001985897
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_399.jpg,0,1,0,0.6310261,103.0575,187.3262,1.235081,267.85,2.554243E-05
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_485.jpg,0,1,0,0.7161314,103.0544,187.2544,1.192962,267.7158,0.0001432416
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_575.jpg,0,1,0,0.7858027,103.0516,187.19,1.20238,267.6808,-0.001146766
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_663.jpg,0,1,0,0.8541114,103.0477,187.1022,1.216619,267.7004,-0.001041937
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_755.jpg,0,1,0,0.9272796,103.0443,187.0257,1.235075,267.7396,-0.0008358601
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_814.jpg,1.274264,1,0,1.008901,103.0418,186.9649,1.23427,267.7594,-0.001006161
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_873.jpg,3.993391,1,0,1.062111,103.0402,186.9017,1.215677,267.9398,-0.00198538
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_934.jpg,6.665622,1,0,1.101813,103.04,186.8358,1.206082,268.3267,0.001892618
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_14_993.jpg,3.981149,1,0,1.143642,103.0401,186.7665,1.225941,268.7094,-0.003258534
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_054.jpg,1.232775,1,0,1.197596,103.0398,186.6943,1.247787,268.9167,-0.002472112
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_115.jpg,0,1,0,1.240582,103.0384,186.6199,1.243094,268.9505,-0.001194514
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_174.jpg,0,1,0,1.288774,103.0367,186.5425,1.236448,268.9475,-0.0005542357
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_234.jpg,0,1,0,1.337926,103.0349,186.4621,1.237044,268.9297,-0.0007068092
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_293.jpg,0,1,0,1.384705,103.0331,186.379,1.241136,268.9146,-0.0008766468
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_354.jpg,0,1,0,1.432078,103.0311,186.293,1.244627,268.8977,-0.0009074153
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_416.jpg,0,1,0,1.47918,103.029,186.204,1.250566,268.8806,-0.0008918898
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_475.jpg,0,1,0,1.525906,103.0269,186.1124,1.253029,268.8696,-0.0008894413
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_535.jpg,0,1,0,1.573399,103.0247,186.018,1.255853,268.8592,-0.0009430601
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_596.jpg,0,1,0,1.618919,103.0224,185.9207,1.26189,268.8466,-0.0009695466
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_657.jpg,0,1,0,1.665899,103.0199,185.8207,1.265477,268.8367,-0.000983778
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_719.jpg,0,1,0,1.711206,103.0174,185.7179,1.270289,268.8246,-0.001009947
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_781.jpg,0,1,0,1.727266,103.0149,185.6124,1.275158,268.8132,-0.000997276
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_840.jpg,4.16075,1,0,1.802043,103.0136,185.5041,1.27813,269.0652,-0.001269282
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_934.jpg,6.798778,1,0,1.847349,103.0168,185.3182,1.260208,270.1281,0.02558615
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_15_992.jpg,2.572196,1,0,1.921564,103.0191,185.2029,1.261613,270.6328,0.006628538
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_052.jpg,0,1,0,1.966868,103.0212,185.0844,1.286083,270.8428,-0.003193538
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_111.jpg,0,1,0,2.010652,103.023,184.9635,1.297411,270.8787,-0.001438192
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_172.jpg,0,1,0,2.056291,103.0244,184.8401,1.300129,270.8764,-0.00119351
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_264.jpg,0,1,0,2.100952,103.0268,184.6283,1.305103,270.8582,-0.001133005
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_322.jpg,0,1,0,2.160182,103.0282,184.4977,1.311469,270.8464,-0.001168165
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_382.jpg,0,1,0,2.203708,103.0297,184.3645,1.312792,270.8354,-0.001179472
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_470.jpg,0,1,0,2.248426,103.0315,184.1827,1.315951,270.8207,-0.001199953
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_530.jpg,0,1,0,2.321573,103.033,184.0433,1.319552,270.8086,-0.001243017
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_590.jpg,0,1,0,2.3651,103.0344,183.9012,1.326913,270.7974,-0.001227091
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_650.jpg,0,1,0,2.39355,103.0358,183.7566,1.326266,270.7861,-0.001253827
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_711.jpg,0,1,0,2.437649,103.0372,183.6094,1.329409,270.7743,-0.001269539
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_770.jpg,0,1,0,2.480801,103.0386,183.4595,1.334776,270.7629,-0.001301787
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_830.jpg,0,1,0,2.5095,103.04,183.3071,1.337004,270.7531,-0.001317515
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_888.jpg,0,1,0,2.567027,103.0414,183.1522,1.3347,270.7397,-0.001311668
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_16_949.jpg,0,1,0,2.595518,103.0428,182.9946,1.341921,270.7274,-0.001196737
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_006.jpg,4.000504,1,0,2.651714,103.046,182.8347,1.336705,271.0405,0.001654548
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_067.jpg,6.660225,1,0,2.693552,103.0526,182.6727,1.314541,271.7419,0.03192992
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_126.jpg,9.427686,1,0,2.733465,103.0633,182.509,1.267178,272.8465,0.09399734
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_184.jpg,12.07809,1,0,2.772111,103.0792,182.3444,1.16899,274.3563,0.1873079
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_244.jpg,9.438478,1,0,2.810725,103.099,182.1785,1.026979,275.8837,0.2793685
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_306.jpg,6.797565,1,0,2.853906,103.1218,182.0104,0.8947278,277.0975,0.3822547
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_363.jpg,4.120839,1,0,2.895739,103.1463,181.8396,0.7810522,277.94,0.4657422
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_422.jpg,1.346898,1,0,2.937168,103.1714,181.666,0.6905814,278.398,0.5085393
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_513.jpg,0,1,0,2.978581,103.2055,181.4293,0.646198,278.544,0.5241147
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_570.jpg,0,1,0,3.031741,103.2319,181.2481,0.6715524,278.5482,0.5143664
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_629.jpg,0,1,0,3.070988,103.2586,181.0639,0.7288406,278.5294,0.4743409
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_688.jpg,0,1,0,3.111055,103.2856,180.8769,0.8128955,278.5089,0.4086022
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_748.jpg,0,1,0,3.13818,103.3131,180.687,0.9231341,278.4847,0.3250737
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_807.jpg,0,1,0,3.190594,103.3408,180.4945,1.050104,278.4545,0.2224086
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_869.jpg,0,1,0,3.217079,103.3689,180.2992,1.19576,278.4269,0.1124558
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_929.jpg,0,1,0,3.27023,103.3973,180.1015,1.353316,278.3953,0.0004520058
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_17_988.jpg,0,1,0,3.296451,103.4274,179.9028,1.435454,278.4059,-0.004555805
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_048.jpg,0,1,0,3.351549,103.457,179.7033,1.409935,278.3842,-0.001918176
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_107.jpg,0,1,0,3.394596,103.4863,179.5012,1.385991,278.3693,-0.001330022
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_167.jpg,0,1,0,3.434408,103.5157,179.2963,1.388861,278.3517,-0.001076111
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_225.jpg,0,1,0,3.473392,103.5454,179.0888,1.409126,278.3297,-0.001515079
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_283.jpg,0,1,0,3.512202,103.5752,178.8791,1.418781,278.3116,-0.001672929
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_343.jpg,0,1,0,3.551968,103.6052,178.6672,1.415664,278.2974,-0.001669243
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_433.jpg,0,1,0,3.591576,103.6457,178.381,1.414533,278.2767,-0.001532163
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_491.jpg,0,1,0,3.65627,103.6764,178.1636,1.419061,278.2574,-0.001640702
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_552.jpg,0,1,0,3.669362,103.7073,177.9438,1.422325,278.2391,-0.001673031
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_610.jpg,0,1,0,3.733969,103.7385,177.7218,1.424073,278.221,-0.001677129
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_670.jpg,0,1,0,3.760355,103.7699,177.4974,1.428566,278.2035,-0.001203415
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_732.jpg,2.634165,1,0,3.798154,103.8025,177.2709,1.429957,278.3504,-0.002601858
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_787.jpg,5.401443,1,0,3.836152,103.8379,177.0427,1.420499,278.8486,0.001202363
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_848.jpg,8.081957,1,0,3.873413,103.8778,176.8136,1.383637,279.7581,0.04715797
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_910.jpg,7.725781,1,0,3.921195,103.9226,176.5842,1.292301,281.0071,0.1282513
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_18_967.jpg,5.259737,1,0,3.946736,103.9707,176.3536,1.169315,282.0834,0.2129382
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_025.jpg,2.602837,1,0,3.985345,104.0215,176.1214,1.045876,282.802,0.3023802
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_086.jpg,0,1,0,4.023135,104.0737,175.8869,0.9327904,283.1305,0.3687672
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_143.jpg,0,1,0,4.060742,104.1272,175.6499,0.8543047,283.2145,0.4239192
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_231.jpg,0,1,0,4.097406,104.2001,175.3297,0.7986112,283.2174,0.4619328
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_289.jpg,0,1,0,4.145984,104.2557,175.0866,0.7943574,283.1949,0.4624656
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_353.jpg,0,1,0,4.169638,104.312,174.8408,0.8207185,283.1691,0.4401257
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_406.jpg,0,1,0,4.218315,104.3689,174.5923,0.8783973,283.1403,0.4006993
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_465.jpg,0,1,0,4.253781,104.4261,174.3414,0.9540982,283.107,0.3368649
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_523.jpg,0,1,0,4.290202,104.4839,174.088,1.05334,283.0739,0.2625205
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_579.jpg,0,1,0,4.325891,104.5227,173.9177,1.129518,283.0502,0.2071339
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_637.jpg,0,1,0,4.361494,104.5811,173.6603,1.254939,283.0115,0.1167684
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_694.jpg,0,1,0,4.397254,104.6399,173.4006,1.389689,282.9721,0.02032644
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_751.jpg,0,1,0,4.43252,104.7001,173.1394,1.499454,282.9624,-0.004403979
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_810.jpg,0,1,0,4.471872,104.7603,172.8776,1.510957,282.9407,-0.002607331
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_868.jpg,0,1,0,4.497112,104.8202,172.6142,1.473544,282.9117,-0.00159898
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_926.jpg,0,1,0,4.5335,104.8801,172.3485,1.44498,282.8829,-0.00136387
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_19_983.jpg,0,1,0,4.568846,104.9403,172.0803,1.433157,282.8534,-0.001343807
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_20_071.jpg,0,1,0,4.604067,105.0211,171.7192,1.43922,282.8131,-0.001329545
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_20_126.jpg,0,1,0,4.650866,105.0821,171.4457,1.456898,282.7822,-0.001331944
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_20_185.jpg,0,1,0,4.685854,105.1435,171.1699,1.483054,282.7507,-0.001378092
/home/pritesh/codes/robotics/udacity/RoboND-Rover-Project/sim_2_dataset/IMG/robocam_2017_06_03_01_20_20_272.jpg,0,1,0,4.720759,105.2257,170.7991,1.514628,282.7043,-0.001817719
